source_row_index,token,symbol,quote_address,quote_symbol,quote_decimals,base_decimals,quote_metadata_block,quote_metadata_scope,historical_quote_verified,native_quote_supported,confirmation_time,assumed_entry_time,old_usd_fdv_proxy,fdv_proxy_quote_units,true_usd_fdv,price_basis,graduation_time,curve_venue_ended_at_entry,old_near_target_observation_present,old_near_target_price_proxy_negative,actual_execution_status,actual_pnl_bnb,buys_in_confirmation_window,sub_one_usdt_buy_count,sub_one_usdt_total_volume,trade_count,trades_with_block_log_tx_identity,audit_flags
38,0x3d090c301fd8fc321b80c2e133fe6fd06c974444,鹏来币,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788144765.0,1788144768.0,24074863.630035035,32791.94686521519,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,285,253,0.00037382277392483,342,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
552,0x3d3dc616c218e6bf878e6d816aa704ea4e0f4444,景甜人生,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787879948.0,1787879951.0,23175341.31959949,31566.723401391355,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,61,52,1.0512940320970225,652,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
407,0x3d437d47682d1046b19a5bfd364e77ae1fb84444,BNB 人生,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1789310170.0,1789310173.0,24227987.384554278,33000.51402884111,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,125,92,1.4099550043204527,634,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
542,0x3f064bb2f929af42ac8f4824511df0f9bc614444,妈妈知道了,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787990045.0,1787990048.0,23086125.361199487,31445.20391898264,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,147,142,1.740771904582222,638,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
553,0x40a3871b2ed5da2392a210a078240af640454444,Z Bull,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787280522.0,1787280525.0,21488168.93323093,29268.655669982334,,prior_trade_average_not_size_specific_quote,,,True,False,unknown,,5,1,0.5272905381519919,628,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
359,0x40ce64ee18aba256e49bd4d5663d1055a13a4444,我踏牛来,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788448187.0,1788448190.0,26803654.23100066,36508.78438372674,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,201,199,1.2373268629768048,644,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
355,0x4123ddda008c5a95d8ed79f3215b5310ba854444,蓬莱 CZ,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788095939.0,1788095942.0,24076237.5638588,32793.81827622867,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,205,175,0.3436586165646607,835,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
460,0x41256ced651c6b6d30433cdd5fa810aa03124444,4 SEASON 🔶,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788853116.0,1788853119.0,26153317.058551002,35622.97159860932,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,280,247,0.000355429173348687,715,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
13,0x41a17972070d4ea28ebd37aa883517d41da34444,Laptop Coin,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788945487.0,1788945490.0,27138011.66046032,36964.2067374863,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,92,89,0.16318970323311577,405,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
25,0x41a95cbdbdec66f28af364fa084f1cebb4754444,BICAT,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787481235.0,1787481238.0,24106676.13906244,32835.27812231832,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,33,2,1.6639950938033217,444,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
405,0x41ad9e19ce6c0d584b719179b421f591f6224444,MOONCOIN,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1789005395.0,1789005398.0,26107150.469345313,35560.08890222334,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,32,0,0.0,485,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
333,0x420494151bb922b31f8489dbec85f2e23f524444,币股人生,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1789001591.0,1789001594.0,28635330.897590164,39003.67884494077,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,121,118,0.17091738948458032,493,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
145,0x42dbf63ddfdf925cdf459726267dc61722f1ffff,Chairman,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786729642.0,1786729645.0,412813.5969073078,562.2861148062544,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,46,,,753,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
61,0x42ea505e7bf843da2a67db5288dbc87e4edf4444,牛叉,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788251110.0,1788251113.0,19439069.520924,26477.61352401215,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,18,,,38,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
43,0x42f2d323400df5756b4bcdb0956e0bc245a84444,BINANCE MARGE,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787813915.0,1787813918.0,24128053.661245424,32864.39606800254,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,34,0,0.0,263,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
348,0x42f77a61b60a95299af881d513b2ae3efa0b4444,YICAT,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787541681.0,1787541684.0,26252967.195008956,35758.70329080316,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,69,61,0.6149082945896998,724,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
123,0x43f53b7f65f1fb7386b76433a082f35f4398ffff,FOURCAT,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787413610.0,1787413613.0,418145.42967519304,569.5485101205348,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,49,,,833,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
540,0x440053db32f7d2f461979259a577482475004444,牛来BINANCE,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787544942.0,1787544945.0,24082805.342626978,32802.76413177735,,prior_trade_average_not_size_specific_quote,,,True,False,unknown,,37,1,0.686769999855242,854,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
561,0x44a04995fe99d26d5fc70d1d487233e69c944444,牛来,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787046207.0,1787046210.0,16475002.54838797,22440.310212059838,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,24,21,0.6631697778603679,746,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
573,0x44d6633a013f9d527304e124e400a16a0b58ffff,CAT,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787807730.0,1787807733.0,1151609.2880451537,1568.5866870685995,,prior_trade_average_not_size_specific_quote,1787808069,False,False,False,unknown,,74,,,783,0,execution_unverified;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;requires_dex_state_for_1h_outcome;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
156,0x453750ec80bd61996d4db599d144ea714b22ffff,牛叉,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788208016.0,1788208019.0,5078822.696718493,6917.774761592674,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,20,,,99,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
369,0x459cd75aa0dde281c167d2873cbf73add6674444,4爷,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788855514.0,1788855517.0,26691214.264076456,36355.631889176155,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,287,254,0.37549686303411145,665,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
67,0x46bc171f776877d0227868e2d242be7bd3224444,CzCat,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787492638.0,1787492641.0,16732854.423180738,22791.52570001599,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,28,22,1.5181275958591738,152,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
69,0x4703176fc4fb7e25425bb73c65fb553c45444444,CzCat,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787492162.0,1787492165.0,16609087.268069578,22622.944642343846,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,6,1,0.5572144185216502,213,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
198,0x472b97894b48f51c53ac84157ab17ed3b626ffff,咪咪season,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787572913.0,1787572916.0,211387.5330657718,287.92722811579307,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,5,,,22,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
155,0x47370127f2cd5f439e0a9ea9dde0eefdf53affff,牛叉,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788239795.0,1788239798.0,4746616.629851435,6465.282740852167,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,6,,,56,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
112,0x47ffe76e5ad6245678164d494d9a32c3d09dffff,咪咪season,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787572842.0,1787572845.0,406207.5556323527,553.2881425723643,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,31,,,114,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
493,0x480612b5c76d6a84b62c42c03758cab60b744444,景甜人生,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787859621.0,1787859624.0,23384285.54440006,31851.32264243984,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,9,2,1.0352992102903715,663,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
381,0x48360d1bdab97bb4d078a71ed0b69b2c6a504444,Cybercab  Storm,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788584647.0,1788584650.0,26936617.52625048,36689.89134158367,,prior_trade_average_not_size_specific_quote,,,True,False,unknown,,75,70,0.08550561994153487,597,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
15,0x4878702adf6624ac0f72ed7e6d7a6ad22eb34444,牛来人生,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788698333.0,1788698336.0,26158852.318760224,35630.51107885125,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,284,253,0.000361941896630985,487,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
235,0x490c1030032c7476a95fdee906f87fe85dbdffff,fone,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787808300.0,1787808303.0,198746.0110077744,270.70843402450987,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,5,,,32,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
45,0x49cbf6b4d2ec3746c8616ef4ddaecfb651d34444,景甜币,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787847627.0,1787847630.0,24064702.817436807,32778.10700169826,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,9,1,0.5678692236571039,586,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
292,0x4ab96a212f15519f91b2c0c5790e30c6f8fd4444,MFGA,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1789318621.0,1789318624.0,24174176.4696723,32927.21913136235,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,32,0,0.0,353,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
404,0x4b73da69e11cc8fd1306f27535a9b39398854444,牛来人生币,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788262361.0,1788262364.0,24115655.41982765,32847.50864217777,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,225,194,0.33654901509931995,632,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
326,0x4c0eed0773cf1448a5e25d5d3b14dde0a4c44444,太空牛牛,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788977122.0,1788977125.0,28230432.34192643,38452.17366812377,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,33,1,0.7304910751444309,465,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
442,0x4cbeb0052edfd469c4878ec7eb44f6ff1f524444,我踏牛来,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787218788.0,1787218791.0,26875040.690155085,36606.01861987698,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,111,101,0.69723049112898,671,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
258,0x4ce83faffad681e59cdc337176c6f5e7a882ffff,牛生,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786886273.0,1786886276.0,167583.89806373147,228.26306994801132,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,5,,,14,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
80,0x4ced756af1b1acf4364db59865832472542c4444,景甜币,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787885469.0,1787885472.0,15705274.580356784,21391.877331349395,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,8,1,0.4710698359114514,585,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
596,0x4cee4595dc07046ed64a86f41b3a47126473ffff,fourdog,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788248271.0,1788248274.0,176298.6601374563,240.1332935661445,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,5,,,10,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
138,0x4dbde569129239a592595c0a5e8e7afe2448ffff,.four,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786774213.0,1786774216.0,357980.48323120363,487.5988983902961,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,64,,,430,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
597,0x4dcb8b5e766db9fc46acce1af38dcbd0f6b84444,刘大力,0x0000000000000000000000000000000000000000,BNB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,True,1788880708.0,1788880711.0,63214.944602235104,86.1039603936896,,prior_trade_average_not_size_specific_quote,1788880678,True,False,False,unknown,,10,,,11,0,curve_venue_ended_before_assumed_entry;execution_unverified;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;requires_dex_state_for_1h_outcome
142,0x4dd015c27cf4163cf1bc612ea11f730f780bffff,四有,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786882200.0,1786882203.0,298714.86601216777,406.8742471255537,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,20,,,61,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
544,0x4de0a6d39616e61a75d80f9e4729df7e94274444,牛来CZ,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787310673.0,1787310676.0,20280783.09122836,27624.0967231409,,prior_trade_average_not_size_specific_quote,,,True,False,unknown,,33,0,0.0,729,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
178,0x4e22052e5314d2341357aac6fb254d6033a9ffff,CZ,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786886458.0,1786886461.0,223508.03738075838,304.4363531345034,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,17,,,45,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
413,0x4e4b821899e016a5ecbdaf6aab22c3e083d3ffff,LOCKIN,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1786705510.0,1786705513.0,203677.99426877475,277.4262013822068,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,6,,,137,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
335,0x4e7597f6d9e12c3a41c4bcee88dfd0db695d4444,4STOCKS,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1788837470.0,1788837473.0,26868674.48533521,36597.3473246458,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,90,88,2.0622125775759477,361,0,at_least_90pct_buys_below_one_usdt;execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
157,0x4efaae10d76b8b1b89765aaf431edc3b0b28ffff,猫娘,0x46ceefda28dd7207059ed19b0acdc026955bb15c,GMEB,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787809033.0,1787809036.0,266464.43254994915,362.9465008784738,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,13,,,44,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor
537,0x4f7efa6f0c3664362adfd1a871aebf56d8ef4444,我的女友景甜,0x55d398326f99059ff775485246999027b3197955,USDT,18,18,122089910,later_snapshot_for_denomination_audit_only,False,False,1787909340.0,1787909343.0,24074963.156186607,32792.08242802976,,prior_trade_average_not_size_specific_quote,,,False,False,unknown,,200,170,0.02531576774773168,754,0,execution_unverified;graduation_event_time_unavailable;historical_state_unverified;incomplete_trade_provenance;no_recorded_x_signal;nonnative_quote_labeled_bnb;threshold_met_at_first_stored_buy;unsupported_by_current_native_executor;usdt_fdv_proxy_below_50000_quote_units
